文献番号,出願番号,出願日,公知日,発明の名称,出願人/権利者,FI,公開番号,公告番号,登録番号,審判番号,その他,ステージ,イベント詳細,文献URL
特表2025-523517,特願2024-575542,2023/06/15,2023/12/28,複数のセンサ用のグレージング、その製造方法およびその使用,ピルキントン　グループ　リミテッド,"H05B3/20,326@A,H05B3/86,H05B3/20,327@A,B60S1/02,300",特表2025-523517,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-523517/11/ja
特開2023-184663,特願2023-190331,2023/11/07,2023/12/28,機能制御装置,株式会社デンソー,G08G1/16@F,特開2023-184663,,特許7568034,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-184663/11/ja
特開2023-184573,特願2023-178830,2023/10/17,2023/12/28,運転制御装置およびＨＭＩ制御装置,株式会社デンソー,"B60W50/14,B60W60/00,B60W40/08,G08G1/16@C,G08G1/16@F",特開2023-184573,,特許7568026,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-184573/11/ja
特開2023-183563,特願2022-097136,2022/06/16,2023/12/28,荷役搬送車,ヤマハ発動機株式会社,"B60D1/04@Z,B61B13/00@A",特開2023-183563,,特許7538180,拒絶2024-005017,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-183563/11/ja
特開2023-183562,特願2022-097135,2022/06/16,2023/12/28,荷役搬送車,ヤマハ発動機株式会社,"B60D1/36,B61B13/00@A",特開2023-183562,,特許7538179,拒絶2024-005018,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-183562/11/ja
特開2023-183561,特願2022-097134,2022/06/16,2023/12/28,荷役搬送車,ヤマハ発動機株式会社,"B60D1/02@A,B61B13/00@A",特開2023-183561,,特許7538178,拒絶2024-005019,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-183561/11/ja
特開2023-183056,特願2022-096451,2022/06/15,2023/12/27,車両制御装置および車両制御システム,"株式会社日立製作所,日立Ａｓｔｅｍｏ株式会社","G08G1/09@D,G16Y10/40,G16Y20/20,G16Y40/20",特開2023-183056,,,,,審査中,手続補正,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-183056/11/ja
特開2023-182399,特願2022-095984,2022/06/14,2023/12/26,表皮接合製品の縫製パターン決定方法及び作製方法,日本プラスチックス・テクノロジーズ株式会社,"A41H25/00@Z,A41H43/00@A,A41H43/00@C",特開2023-182399,,特許7703494,拒絶2024-000507,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-182399/11/ja
特開2023-182320,特願2022-095853,2022/06/14,2023/12/26,車両用制御装置,トヨタ自動車株式会社,"B60W50/10,B60W60/00",特開2023-182320,,特許7708009,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-182320/11/ja
特開2023-181771,特願2022-095104,2022/06/13,2023/12/25,車両用表示制御装置及び車両用表示方法,株式会社デンソー,"B60K35/00@Z,G09G5/00,510@A,G09G5/10@B,G09G5/36,520@P,G09G5/36,520@C,G09G5/00,550@C,G09G5/37,200,G09G5/37,320,B60K35/22,B60K35/40,B60K35/234,B60K35/28",特開2023-181771,,,,,審査中,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181771/11/ja
特開2023-181554,特願2022-094777,2022/06/12,2023/12/22,インターネットとセキュリティ,大谷　広海,"G06Q10/06,340,G06Q50/00,G06Q10/067",特開2023-181554,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181554/11/ja
特許7658514,特願2024-528021,2022/06/16,2023/12/21,制御仕様定義方法、車両制御装置、制御仕様定義装置,三菱電機株式会社,"B60W30/08,B60W40/02,G08G1/16@C,B60W40/04,B60W60/00",WO2023/243033,,特許7658514,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7658514/15/ja
特開2023-181515,特願2023-189002,2023/11/06,2023/12/21,自動車及び自動車用プログラム,みこらった株式会社,"G08G1/16@D,G08G1/09@H",特開2023-181515,,特許7671523,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181515/11/ja
特開2023-181338,特願2023-184198,2023/10/26,2023/12/21,車両用表示制御装置、車両用表示制御方法及びプログラム,トヨタ自動車株式会社,"B60W50/14,B60W60/00,B60K35/00@A,B60K35/00@Z,B60K35/23,B60K35/00,B60K35/22,B60K35/234",特開2023-181338,,特許7622794,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181338/11/ja
特開2023-181337,特願2023-184197,2023/10/26,2023/12/21,車両用表示制御装置、車両用表示制御方法及びプログラム,トヨタ自動車株式会社,"B60W50/14,B60W60/00,B60K35/00@A,B60K35/00@Z,B60K35/22,B60K35/23",特開2023-181337,,,,,審査中,拒絶査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181337/11/ja
特開2023-181336,特願2023-184196,2023/10/26,2023/12/21,車両用表示制御装置、車両用表示制御方法及びプログラム,トヨタ自動車株式会社,"B60W50/14,B60W60/00,B60K35/00@A,B60K35/00@Z,B60K35/23,B60K35/00,B60K35/22",特開2023-181336,,特許7619419,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181336/11/ja
特開2023-181335,特願2023-184195,2023/10/26,2023/12/21,車両用表示制御装置、車両用表示制御方法及びプログラム,トヨタ自動車株式会社,"B60W50/14,B60W60/00,B60K35/00@A,B60K35/00@Z,B60K35/22,B60K35/235,B60K35/23,B60K35/00",特開2023-181335,,,拒絶2025-009880,,査定不服,特許査定,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181335/11/ja
特開2023-181267,特願2023-179786,2023/10/18,2023/12/21,車両用表示制御装置,トヨタ自動車株式会社,"B60K35/00@Z,B60K35/00@A,B60W50/14,G08G1/16@C,B60K35/23,B60K35/22,B60K35/40",特開2023-181267,,特許7650437,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-181267/11/ja
特開2023-180894,特願2022-094569,2022/06/10,2023/12/21,車両管理システム,トヨタ自動車株式会社,"G06Q50/30,G06Q50/47,G06Q50/40",特開2023-180894,,特許7666410,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-180894/11/ja
特開2023-180726,特願2022-094268,2022/06/10,2023/12/21,管制装置、路側機、移動制御システム、プログラム、移動制御方法及び移動体,古河電気工業株式会社,"G08G1/16@A,G08G1/09@F,G08G5/00@A,G08G5/00,G08G5/57,G08G5/59",特開2023-180726,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-180726/11/ja
特開2023-180516,特願2022-093887,2022/06/09,2023/12/21,車両盗難判定装置,スズキ株式会社,"G01C21/26@A,G08G1/09@V,G06F21/32",特開2023-180516,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-180516/11/ja
特開2023-180475,特願2022-093826,2022/06/09,2023/12/21,自動運転車の操舵抑制装置および自動運転車,スズキ株式会社,"B60N2/90,B60W60/00,B60N2/879",特開2023-180475,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-180475/11/ja
特開2023-180059,特願2022-093137,2022/06/08,2023/12/20,非接触給電システム、サーバ、情報提供装置、移動体及び移動体の制御装置,"トヨタ自動車株式会社,株式会社デンソー","G06Q50/06,G08G1/09@F,G01C21/26@C,B60M7/00@X,B60L5/00@B,B60L15/20@J,B60L53/12,B60L53/64,B60L53/67,B60L53/68,B60L55/00,H02J50/10,H02J50/40,H02J7/00@P,H02J7/00,301@D,G16Y10/40,G16Y20/20,G16Y20/30",特開2023-180059,,,,,審査中,拒絶理由通知,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-180059/11/ja
特開2023-179922,特願2022-092864,2022/06/08,2023/12/20,磁器誘導運行処理方式,新美　博一,"G08G1/00@X,G05D1/02@K,G05D1/24,G05D1/242,G05D1/243,G05D1/43,G05D1/60,G05D1/622,G05D1/639,G05D1/644,G05D105:00,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63",特開2023-179922,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-179922/11/ja
特開2023-179856,特願2022-092725,2022/06/08,2023/12/20,車両制御装置及び車両制御システム,フォルシアクラリオン・エレクトロニクス株式会社,"B60W30/06,B60W50/14,F21V7/00,590,F21V14/04,B60Q1/26@Z,F21Y115:10,F21W102:13,F21W103:60",特開2023-179856,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-179856/11/ja
特許7400914,特願2022-153062,2022/09/26,2023/12/19,自動運転装置,いすゞ自動車株式会社,"B60W30/09,B60W40/04,B60W60/00,G08G1/16@C,B60W40/06,B60W40/107,B60W40/114",特開2024-047447,,特許7400914,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7400914/15/ja
特許7400913,特願2022-153061,2022/09/26,2023/12/19,自動運転装置,いすゞ自動車株式会社,"B60W30/09,B60W60/00,B60W40/04,G08G1/16@C,B60W40/06,B60W40/107,B60W40/114",特開2024-047446,,特許7400913,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7400913/15/ja
特許7400912,特願2022-153058,2022/09/26,2023/12/19,自動運転装置,いすゞ自動車株式会社,"B60W30/09,B60W60/00,B60W40/06,G08G1/16@C,B60W30/095,B60W40/04,B60W40/107,B60W40/114",特開2024-047443,,特許7400912,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7400912/15/ja
特許7400911,特願2022-153057,2022/09/26,2023/12/19,自動運転装置,いすゞ自動車株式会社,"B60W30/09,B60W60/00,B60W40/04,B60W40/06,G08G1/16@C,B60W30/10,B60W40/107,B60W40/114",特開2024-047442,,特許7400911,,,特許 有効,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7400911/15/ja
特開2023-179568,特願2023-163615,2023/09/26,2023/12/19,車両の表示システム,トヨタ自動車株式会社,"B60W50/14,F02D29/02,301@D,G08G1/01@C,B60W30/00,B60W40/04",特開2023-179568,,特許7589781,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-179568/11/ja
特開2023-179360,特願2023-068678,2023/04/19,2023/12/19,電気自動車及び車両用シート,テイ・エス　テック株式会社,"B60L15/20@J,B60N2/06,B60R22/48,102,B60N2/22,B60N2/02,B60L1/00@L",特開2023-179360,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-179360/11/ja
特開2023-179174,特願2022-092314,2022/06/07,2023/12/19,制御装置、ステアリングホイール、車両、制御方法、及び制御プログラム,トヨタ自動車株式会社,B62D1/04,特開2023-179174,,特許7694465,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-179174/11/ja
特開2023-179095,特願2022-092159,2022/06/07,2023/12/19,荷扱支援システム,日野自動車株式会社,G08G1/127@A,特開2023-179095,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-179095/11/ja
特開2023-178481,特願2023-184199,2023/10/26,2023/12/14,車両用表示制御装置、車両用表示制御方法及びプログラム,トヨタ自動車株式会社,"B60W50/14,B60W60/00",特開2023-178481,,特許7622795,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-178481/11/ja
特開2023-178378,特願2023-178106,2023/10/16,2023/12/14,検証方法、検証装置およびプログラム,パナソニック　インテレクチュアル　プロパティ　コーポレーション　オブ　アメリカ,"H04L9/32,200@A,H04L9/32,200@E,G06F21/64",特開2023-178378,,特許7661439,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-178378/11/ja
特開2023-178255,特願2023-090467,2023/05/31,2023/12/14,ソフトウェア開発方法、装置、コンピューティングデバイス及び記憶媒体,北京図森智途科技有限公司,"G06F11/36,B60W50/00,G06F8/20,G01M17/007@B",特開2023-178255,,,,,審査請求前,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-178255/11/ja
特開2023-178073,特願2022-091124,2022/06/03,2023/12/14,装置システム、正当性検証システム及び正当性検証方法,株式会社日立製作所,"H04L9/32,200@D,H04L9/32,200@F,G06F21/44,G06F21/60,360",特開2023-178073,,,,,（出願の）却下・拒絶,出願のみなし取下げ,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-178073/11/ja
特開2023-177148,特願2022-089912,2022/06/01,2023/12/13,連結車両の後退制御装置,"株式会社Ｊ－ＱｕＡＤ　ＤＹＮＡＭＩＣＳ,株式会社ジェイテクト","B60W60/00,B62D6/00,B62D13/06",特開2023-177148,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-177148/11/ja
特開2023-177054,特願2022-089746,2022/06/01,2023/12/13,小型電動車両の運用システム,スズキ株式会社,"G08G1/123@A,G08G1/00@D",特開2023-177054,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-177054/11/ja
特開2023-177053,特願2022-089745,2022/06/01,2023/12/13,小型電動車両の運用システム,スズキ株式会社,"G08G1/00@D,G08G1/123@A,G08B25/04@C,G08B25/08@A,G08B25/10",特開2023-177053,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-177053/11/ja
特開2023-177052,特願2022-089744,2022/06/01,2023/12/13,小型電動車両の運用システム,スズキ株式会社,"G08G1/123@A,G08G1/00@D,G01C21/34",特開2023-177052,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-177052/11/ja
特開2023-177051,特願2022-089743,2022/06/01,2023/12/13,小型電動車両の運用システム,スズキ株式会社,"G01C21/34,G08G1/00@D,G08G1/123@A",特開2023-177051,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-177051/11/ja
特開2023-177036,特願2022-089717,2022/06/01,2023/12/13,自動運転車両及び自動運転車両のバッテリの充電方法,トヨタ自動車株式会社,"G01C21/36,H02J7/00@P,H02J7/35@D,H02J7/35@K,G08G1/09@V,B60L8/00,B60L15/20@J,B60L50/60,B60L58/10,H02S10/40,H02S10/20",特開2023-177036,,特許7694463,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-177036/11/ja
特開2023-176966,特願2022-089580,2022/06/01,2023/12/13,車両制御装置,株式会社デンソー,"B60L53/12,B60M7/00@X,B60L5/00@B,B60L15/20@J,G08G1/00@X,H02J50/10,H02J50/40,H02J50/90,H02J7/00@P,H02J7/00,301@D",特開2023-176966,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176966/11/ja
特開2023-176964,特願2022-089578,2022/06/01,2023/12/13,送電装置,株式会社デンソー,"H02J50/40,B60M7/00@X,B60L5/00@B,B60L15/20@J,B60L53/122,H02J50/12,H02J7/00@P,H02J7/00,301@D",特開2023-176964,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176964/11/ja
特開2023-176765,特願2022-089226,2022/05/31,2023/12/13,情報処理装置、情報処理方法、情報処理プログラム、死角推定モデルプログラム、自動運転システム及び運転教習システム,国立大学法人京都大学,"G06V20/56,G06T7/00,650@Z,G06T7/00,350@B,G06V10/70,G08G1/16@D",特開2023-176765,,,,,（出願の）却下・拒絶,出願のみなし取下げ,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176765/11/ja
特開2023-176467,特願2022-088761,2022/05/31,2023/12/13,車両用通知装置,株式会社アドヴィックス,"G08G1/16@C,G08G1/00@X,B60W60/00,B60W50/14,B60N2/90,A47C7/62@Z",特開2023-176467,,,,,（出願の）却下・拒絶,出願のみなし取下げ,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176467/11/ja
特開2023-176190,特願2022-088349,2022/05/31,2023/12/13,路面判定装置,日野自動車株式会社,"B60W40/06,G01N21/47@B,B60Q1/00@C,B60Q1/50@Z",特開2023-176190,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176190/11/ja
特開2023-176189,特願2022-088347,2022/05/31,2023/12/13,経路生成装置,日野自動車株式会社,"B60W30/10,B60W30/08",特開2023-176189,,,,,審査中,審査請求,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176189/11/ja
特開2023-176121,特願2022-088232,2022/05/31,2023/12/13,車両の制御装置,トヨタ自動車株式会社,"B60H1/00,103@S,B60H1/00,101@Z",特開2023-176121,,特許7544098,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-176121/11/ja
特開2023-174813,特願2023-177680,2023/10/13,2023/12/08,報知装置,トヨタ自動車株式会社,"B60Q5/00,630@B,B60Q1/00@C,B60Q1/50@Z,B60Q5/00,650@A,B60Q5/00,660@C,B60Q5/00,660@B,B60Q5/00,620@A,B60Q5/00,650@B",特開2023-174813,,特許7597185,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-174813/11/ja
特開2023-174746,特願2023-172817,2023/10/04,2023/12/08,センサーモジュール、計測システム及び電子機器,セイコーエプソン株式会社,G08C15/06@H,特開2023-174746,,,,,（出願の）却下・拒絶,出願の取下げ,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-174746/11/ja
特開2023-174695,特願2023-159432,2023/09/25,2023/12/08,画像表示装置及び画像表示方法,パイオニア株式会社,"G08G1/16@C,B60Q1/50@A,B60Q1/50@Z,G09G5/00,510@A,G09G5/00,550@C",特開2023-174695,,,,,（出願の）却下・拒絶,出願の拒絶・却下,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-174695/11/ja
特許7696504,特願2024-524510,2022/05/30,2023/12/07,車両制御装置および車両制御方法,"三菱電機株式会社,三菱電機モビリティ株式会社","G08G1/09@V,G08G1/16@C,B60W50/08,B60W30/10,B60W40/04",WO2023/233443,,特許7696504,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7696504/15/ja
特許7686151,特願2024-524520,2022/05/30,2023/12/07,運転支援装置及び運転支援方法,"三菱電機株式会社,三菱電機モビリティ株式会社","G08G1/0962,G08G1/16@A,G08G1/00@X",WO2023/233455,,特許7686151,,,特許 有効,登録公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7686151/15/ja
特表2025-518737,特願2024-570630,2022/12/15,2023/12/07,熱放散構造、車両搭載デバイス及び端末デバイス,深▲ジェン▼引望智能技術有限公司,"H01L23/36@Z,H05K7/20@E",特表2025-518737,,,,,審査中,公開公報の発行,https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2025-518737/11/ja
